etso;nm_source;proprietario;operatore;impianto;company;localita_estesa;localita;provincia;latitudine;longitudine;zona;descrizione;tipo;sottotipo;mgp;mi;msd;pmin;pmax
UP_ISOLA_PAL_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;ISOLA PALANZANO;ENEL;43025 PALANZANO PR;PALANZANO;PR;44,4367876;10,1983119;NORD;GR 1;IDRICO;BACINO;SI;SI;NO;1;12
UP_LA_PENNA_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;LA PENNA;ENEL;52020 LATERINA AR;LATERINA;AR;43,5079717;11,7235355;CNOR;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO LA PENNA;IDRICO;BACINO;SI;SI;NO;7;25
UP_STANGA_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;LA STANGA;ENEL;32036 SEDICO BL;SEDICO;BL;46,1093377;12,095518;NORD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO STANGA ;IDRICO;FLUENTE;SI;SI;NO;1;29,5
UP_LE_PIANE_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;LE PIANE;ENEL;40032 BARGI BO;BARGI;BO;44,1260632;11,0588536;NORD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO LE PIANE;IDRICO;BACINO;SI;SI;NO;2;10
UP_LEMIE_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;LEMIE;ENEL;10070 LEMIE TO;LEMIE;TO;45,2284854;7,2933373;NORD;IMPIANTO A BACINO DI LEMIE GR.1, 2  CON TURBINA PELTON;IDRICO;BACINO;SI;SI;NO;2,91;22,74
UP_LEVANE_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;LEVANE;ENEL;52025 MONTEVARCHI AR;MONTEVARCHI;AR;43,530781;11,5639528;CNOR;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO LEVANE;IDRICO;BACINO;SI;SI;NO;2;16,7
UP_LGNCHOZOLA_2;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;LIGONCHIO OZOLA;ENEL;42039 LIGONCHIO RE;LIGONCHIO;RE;44,3158115;10,3423927;NORD;DERIVAZIONE OZOLA DELLA CENTRALE DI LIGONCHIO COMPOSTA ANCHE DALLA DERIVAZIONE ROSSENDOLA;IDRICO;BACINO;SI;SI;NO;1,8;8,5
UP_MATESE_2S_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;MATESE 2S;ENEL;81016 PIEDIMONTE MATESE CE;PIEDIMONTE MATESE;CE;41,3551823;14,3707386;CSUD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO MATESE 2S;IDRICO;SERBATOIO;SI;SI;NO;0;18
UP_MERCURE_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;MERCURE;ENEL;87014 LAINO BORGO CS;LAINO BORGO;CS;39,9524516;15,9750112;SUD;UP DI MERCURE A BIOMASSA;TERMICO;RINNOVABILE PROGRAMMABILE;SI;SI;NO;23,8;34,48
UP_MONASTERO_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;MONASTERO;ENEL;23015 DUBINO SO;DUBINO;SO;46,1539422;9,4608862;NORD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO MONASTERO ;IDRICO;FLUENTE;SI;SI;NO;12;56
UP_MONTELUNG_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;MONTELUNGO;ENEL;81049 MIGNANO MONTE LUNGO CE;MIGNANO MONTE LUNGO;CE;41,4046226;13,9831579;CSUD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO MONTELUNGO;IDRICO;BACINO;SI;SI;NO;0;32,5
UP_MUCONE_2S_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;MUCONE 2S;ENEL;87041 ACRI CS;ACRI;CS;39,3871133;16,5271084;SUD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO MUCONE 2S;IDRICO;SERBATOIO;SI;SI;NO;0;54
UP_MUSCHIOSO_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;MUSCHIOSO;ENEL;41044 FONTANALUCCIA MO;FONTANALUCCIA;MO;44,2669413;10,5074658;NORD;IMPIANTO A BACINO DI MUSCHIOSOGR.1 CON TURBINA FRANCIS;IDRICO;BACINO;SI;SI;NO;2,2;8,5
UP_NOVE_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;NOVE;ENEL;36055 NOVE VI;NOVE;VI;45,7255252;11,6797803;NORD;UNITA` DI PRODUZIONE UNIFICATA DEGLI IMPIANTI NOVE 71 E NOVE 25;IDRICO;BACINO;SI;SI;NO;1;65
UP_NUOVA_MOL_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;NUOVA MOLINETTO;ENEL;38050 CASTELNUOVO TN;CASTELNUOVO;TN;46,0619097;11,4801326;CNOR;GRUPPO UNIFICATO DA 20 MW;GEOTERMICO;GEOTERMICO;SI;SI;NO;4;18
UP_NUOVA_SER_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;NUOVA SERRAZZANO;ENEL;56045 POMARANCE PI;POMARANCE;PI;43,324041;10,8371881;CNOR;NUOVA SERRAZZANO GR.1 UNIFICATO DA 60 MW È CIP 6/92;GEOTERMICO;GEOTERMICO;SI;SI;NO;12;49
UP_OZIERI_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;OZIERI;ENEL;07014 OZIERI SS;OZIERI;SS;40,5862496;9,0000601;SARD;C.LE DI OZIERI A SERBATOIO.GR.1 CON TURBINA FRANCIS;IDRICO;SERBATOIO;SI;SI;NO;0,5;5,5
UP_PALAZZO_2_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;PALAZZO 2;ENEL;87020 ORSOMARSO CS;ORSOMARSO;CS;39,7993151;15,9081929;SUD;Unità di Produzione n 1 dell`Impianto PALAZZO 2;IDRICO;BACINO;SI;SI;NO;0;46
UP_PALLANZENO_2;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;PALLANZENO;ENEL;28884 PALLANZENO VB;PALLANZENO;VB;46,0396515;8,2603284;NORD;UNITÀ DI PRODUZIONE N.2 ( GR.A+B ) ;IDRICO;FLUENTE;SI;SI;NO;5,1;41,26
UP_PALLANZEN_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;PALLANZENO;ENEL;28884 PALLANZENO VB;PALLANZENO;VB;46,0446515;8,2533284;NORD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO PALLANZENO ;IDRICO;FLUENTE;NO;NO;NO;0;9,69
UP_PATERNOCLE_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;PATERNO' C.LE;ENEL;95047 PATERNÒ CT;PATERNÒ;CT;37,5727631;14,8863299;SICI;G1 G2 ;IDRICO;FLUENTE;SI;SI;NO;1;12,8
UP_PEDESINA_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;PEDESINA;ENEL;23010 PEDESINA SO;PEDESINA;SO;46,0820044;9,5502985;NORD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO PEDESINA ;IDRICO;FLUENTE;SI;SI;NO;0;12
UP_PIAN_DELL_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;PIAN DELLA ROCCA;ENEL;55023 BORGO A MOZZANO LU;BORGO A MOZZANO;LU;43,9784081;10,5430409;CNOR;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO PIAN DELLA ROCCA;IDRICO;BACINO;SI;SI;NO;4,55;23
UP_PIETRAFIT_3;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;PIETRAFITTA;ENEL;87050 PIETRAFITTA CS;PIETRAFITTA;CS;39,2617695;16,3406015;CNOR;Unità di Produzione n 3 dell`Impianto PIETRAFITTA;TERMICO;TURBOGAS;NO;NO;NO;9,5;87,4
UP_PIETRAFIT_4;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;PIETRAFITTA;ENEL;87050 PIETRAFITTA CS;PIETRAFITTA;CS;39,2667695;16,3336015;CNOR;Unità di Produzione n 4 dell`Impianto PIETRAFITTA;TERMICO;TURBOGAS;NO;NO;NO;9,5;87,4
UP_PONTECORV_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;PONTECORVO;ENEL;03037 PONTECORVO FR;PONTECORVO;FR;41,4545679;13,6637674;CSUD;CENTRALE IDROELETTRICA A BACINO DI PONTECORVOGR.1 CON TURBINA KAPLAN;IDRICO;BACINO;SI;SI;NO;1;18,915
UP_PONTEFIUM_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;PONTEFIUME;ENEL;03028 SAN GIOVANNI INCARICO FR;SAN GIOVANNI INCARICO;FR;41,5002348;13,5578836;CSUD;G1 G2 G3;IDRICO;BACINO;SI;SI;NO;1,5;9,215
UP_PORTO_EMP_2;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;PORTO EMPEDOCLE C.LE;ENEL;92014 PORTO EMPEDOCLE AG;PORTO EMPEDOCLE;AG;37,2881801;13,5271724;SICI;Unità di Produzione n 2 dell`Impianto PORTO EMPEDOCLE C.LE;TERMICO;TRADIZIONALE;SI;SI;SI;45;64
UP_PORTO_MAR_2;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;PORTO MARGHERA;ENEL;30100 MARGHERA VE;MARGHERA;VE;45,4419904;12,2171672;NORD;UNITÀ DI PRODUZIONE N 2 DELL`IMPIANTO PORTO MARGHERA;TERMICO;TRADIZIONALE;NO;NO;NO;47;63
UP_PORTO_MAR_3;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;PORTO MARGHERA;ENEL;30100 MARGHERA VE;MARGHERA;VE;45,4469904;12,2171672;NORD;UNITA` DI PRODUZIONE 3 IMPIANTO DI MARGHERA;TERMICO;TRADIZIONALE;NO;NO;NO;47;63
UP_PREDARE_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;PREDARE;ENEL;42039 LIGONCHIO RE;LIGONCHIO;RE;44,3208115;10,3353927;CNOR;G1;IDRICO;BACINO;SI;SI;NO;5;11,9
UP_REGOLEDO_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;REGOLEDO;ENEL;23013 COSIO VALTELLINO SO;COSIO VALTELLINO;SO;46,1337396;9,5535832;NORD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO REGOLEDO;IDRICO;FLUENTE;SI;SI;NO;2;38
UP_RIVA_DEL_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;RIVA DEL GARDA;ENEL;38066 RIVA DEL GARDA TN;RIVA DEL GARDA;TN;45,8927128;10,7775398;NORD;UNITÀ DI PRODUZIONE N1 DELL`IMPIANTO DI RIVA DEL GARDA ;POMPAGGIO;SERBATOIO;NO;NO;NO;-45;57,5
UP_RIVA_DEL_2;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;RIVA DEL GARDA;ENEL;38066 RIVA DEL GARDA TN;RIVA DEL GARDA;TN;45,8977128;10,7705398;NORD;UNITA` DI PRODUZIONE N  2 GR.N 1 E 3 SOLO IN GENERAZIONE ;IDRICO;SERBATOIO;NO;NO;NO;2;59,5
UP_SAGITTA_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;SAGITTARIO NUOVO;ENEL;67030 ANVERSA DEGLI ABRUZZI AQ;ANVERSA DEGLI ABRUZZI;AQ;41,995886;13,8040788;CSUD;G1;IDRICO;BACINO;NO;NO;NO;1;10
UP_SAGITTA_2;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;SAGITTARIO NUOVO;ENEL;67030 ANVERSA DEGLI ABRUZZI AQ;ANVERSA DEGLI ABRUZZI;AQ;42,000886;13,7970788;CSUD;G2;IDRICO;BACINO;SI;SI;NO;1;10
UP_SALSOMINO_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;SALSOMINORE;ENEL;29024 FERRIERE PC;FERRIERE;PC;44,6439267;9,4979591;NORD;G1 G2;IDRICO;BACINO;SI;SI;NO;0,5;15,5
UP_SAMPEYRE_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;SAMPEYRE;ENEL;12020 SAMPEYRE CN;SAMPEYRE;CN;44,5794459;7,1856201;NORD;Unità di Produzione n 1 dell`Impianto SAMPEYRE ;IDRICO;FLUENTE;SI;SI;NO;3;36
UP_SAN_LAZZA_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;SAN LAZZARO;ENEL;40068 SAN LAZZARO DI SAVENA BO;SAN LAZZARO DI SAVENA;BO;44,4681107;11,4069227;CNOR;CENTRALE IDROELETTRICA A BACINO CON 3 GRUPPI;IDRICO;BACINO;SI;SI;NO;1;10,5
UP_SAVINER_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;SAVINER;ENEL;32020 ROCCA PIETORE BL;ROCCA PIETORE;BL;46,4343051;11,9779972;NORD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO SAVINER;IDRICO;BACINO;SI;SI;NO;1;13
UP_S.BARBARA_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;S.BARBARA;ENEL;52022 CAVRIGLIA AR;CAVRIGLIA;AR;43,5224339;11,4890019;CNOR;Unità di Produzione n 1 dell`Impianto S.BARBARA ;TERMICO;TRADIZIONALE;NO;NO;NO;47;116
UP_S.BARBARA_2;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;S.BARBARA;ENEL;52022 CAVRIGLIA AR;CAVRIGLIA;AR;43,5274339;11,4820019;CNOR;Unità di Produzione n 2 dell`Impianto S.BARBARA ;TERMICO;TRADIZIONALE;NO;NO;NO;46;116
UP_SCALELLE_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;SCALELLE;ENEL;00028 SUBIACO RM;SUBIACO;RM;41,9246531;13,0936685;CSUD;G1 G2 ;IDRICO;FLUENTE;SI;SI;NO;0,6;7,52
UP_S.GIACOMO_2;;ENEL PRODUZIONE SPA;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;S.GIACOMO;GSE;64044 FANO ADRIANO TE;FANO ADRIANO;TE;42,5517347;13,5418489;CSUD;GR. 1-2-3-6-7 DA SERBATOIO ;IDRICO;SERBATOIO;NO;NO;NO;0;183
UP_S.MARTINO_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;S.MARTINO;ENEL;58025 MONTEROTONDO MARITTIMO GR;MONTEROTONDO MARITTIMO;GR;43,1407107;10,7762885;CNOR;UN GR UNIFICATO DA 20 MW ;GEOTERMICO;GEOTERMICO;NO;NO;NO;3;16,8
UP_SONDRIO_1;PIP;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;SONDRIO;ENEL;23100 SONDRIO SO;SONDRIO;SO;46,1698583;9,8787674;NORD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO SONDRIO;IDRICO;BACINO;SI;SI;NO;0;144
UP_SORIO_NUO_2;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;SORIO NUOVA;ENEL;37057 SAN GIOVANNI LUPATOTO VR;SAN GIOVANNI LUPATOTO;VR;45,3873658;11,0374905;NORD;ASSOCIAZIONE GENERATORI UNITÀ DI PRODUZIONEGR.1GR.2 CON I CERTIFICATI VERDI ;IDRICO;FLUENTE;SI;SI;NO;1,5;14,7
UP_SPERANDO_2;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;SPERANDO;ENEL;51020 PITEGLIO PT;PITEGLIO;PT;44,0283342;10,764862;CNOR;IMPIANTO DI SPERANDO SALTO VERDIANAGR. 3 E 4 CON TURBINE PELTON;IDRICO;BACINO;SI;SI;NO;0,5;8
UP_SUVIANA_N_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;SUVIANA ;ENEL;40030 SUVIANA BO;SUVIANA;BO;44,137189;11,0365306;NORD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO SUVIANA;IDRICO;SERBATOIO;SI;SI;NO;4;27
UP_TALAMONA_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;TALAMONA;ENEL;23018 TALAMONA SO;TALAMONA;SO;46,1368155;9,6105769;NORD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO TALAMONA ;IDRICO;BACINO;NO;NO;NO;0;10,7
UP_TERMINI_I_3;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;TERMINI IMERESE C.LE;ENEL;90018 TERMINI IMERESE PA;TERMINI IMERESE;PA;37,966023;13,6891892;SICI;UNITÀ DI PRODUZIONE N 3 DELL`IMPIANTO TERMINI IMERESE C.LE ;TERMICO;TRADIZIONALE;NO;NO;NO;57,3;105
UP_TRMNMRSCLE_6;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;TERMINI IMERESE C.LE;ENEL;90018 TERMINI IMERESE PA;TERMINI IMERESE;PA;37,971023;13,6961892;SICI;NUOVO CICLO COMBINATO UP 6 ;TERMICO;COMBINATO;NO;NO;NO;190;376,7
UP_TIRSO1S_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;TIRSO1S;ENEL;09170 ORISTANO OR;ORISTANO;OR;39,906182;8,5883863;SARD;UP DI TIRSO ;IDRICO;FLUENTE;SI;SI;NO;4;20,23
UP_TORREVALN_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;TORREVAL.NORD;ENEL;00053 CIVITAVECCHIA RM;CIVITAVECCHIA;RM;42,0924239;11,7954132;CSUD;UNITÀ DI PRODUZIONE N  1 ;TERMICO;TRADIZIONALE;NO;NO;NO;255,5;602
UP_TRINO_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;TRINO;ENEL;13039 TRINO VC;TRINO;VC;45,1943075;8,29661;NORD;Unità di Produzione n 1 dell`Impianto TRINO;TERMICO;COMBINATO;NO;NO;NO;141,7;347,9
UP_TRINO_2;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;TRINO;ENEL;13039 TRINO VC;TRINO;VC;45,1993075;8,28961;NORD;Unità di Produzione n 2 dell`Impianto TRINO;TERMICO;COMBINATO;NO;NO;NO;137,1;362,3
UP_TROINAGRTT_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;TROINA;ENEL;94018 TROINA EN;TROINA;EN;37,7847915;14,6000721;SICI;TROINAGRTT;IDRICO;ASTA;SI;SI;NO;0;30
UP_TROINA_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;TROINA;ENEL;94018 TROINA EN;TROINA;EN;37,7897915;14,5930721;SICI;TROINA_GRT;IDRICO;SERBATOIO;SOSPESA;NO;NO;1;20
UP_VALCIMARR_2;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;VALCIMARRA;ENEL;62020 CALDAROLA MC;CALDAROLA;MC;43,1397867;13,2247461;CNOR;G1 G2 G3 ;IDRICO;FLUENTE;SI;SI;NO;5;42,5
UP_VENAMARTE_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;VENAMARTELLO;ENEL;63096 ARQUATA DEL TRONTO AP;ARQUATA DEL TRONTO;AP;42,7722867;13,2949129;CSUD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO VENAMARTELLO ;IDRICO;FLUENTE;SI;SI;NO;0;20
UP_VERAMPIO_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;VERAMPIO;ENEL;28862 CRODO VB;CRODO;VB;46,2299416;8,3164082;NORD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO VERAMPIO ;IDRICO;FLUENTE;SI;SI;NO;3,96;50
UP_VOBARNO_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;VOBARNO;ENEL;25079 VOBARNO BS;VOBARNO;BS;45,6424642;10,5005307;NORD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO VOBARNO;IDRICO;SERBATOIO;SI;SI;NO;9;28
UP_VOLTURNO_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;VOLTURNO 1;ENEL;81030 CASTEL VOLTURNO CE;CASTEL VOLTURNO;CE;41,0347852;13,9422848;SUD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO VOLTURNO 1 ;IDRICO;BACINO;NO;NO;NO;0;25
UP_VOLTUR1S_1;;ENEL PRODUZIONE SPA;ENEL PRODUZIONE SPA;VOLTURNO 1;ENEL;81030 CASTEL VOLTURNO CE;CASTEL VOLTURNO;CE;41,0397852;13,9352848;SUD;LA NUOVA UP DI VOLTURNO CHE È COMPOSTA DA GEN 1 E 2 QUI PRESENTI COME 5 E 6.;IDRICO;BACINO;SI;SI;NO;0,9;23,8
UP_CSTAGRANDE_1;;ENERGIA & SERVIZI ENGINEERING SRL;GDF SUEZ ENERGIA ITALIA S.P.A.;COSTA GRANDE;GDF;83046 LACEDONIA AV;LACEDONIA;AV;41,0549933;15,4140652;CSUD;IMPIANTO EOLICO COSTA GRANDE IN LACEDONIA (AV) DI POTENZA 15,00 MW CONNESSO IN AT.;EOLICO;EOLICO;SI;SI;NO;0;15
UP_NRGLTRNTVA_1;;ENERGIA ALTERNATIVA S.R.L.;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;Energia Alternativa;GSE;09032 ASSEMINI CA;ASSEMINI;CA;39,2965003;8,9907583;SARD;Impianto eolico on-shore composto da 16 aerogeneratori da 1,5 MW ciascuno;EOLICO;EOLICO;SI;SI;NO;0;24
UP_TRPNCNTRDC_3;;ENERGIA EOLICA S.R.L.;ENEL PRODUZIONE SPA;Trapani Contrada Coniglia;ENEL;91100 TRAPANI TP;TRAPANI;TP;38,0176177;12,537202;SICI;unità di produzione associata all`impianto eolico di Trapani Contrada Coniglia;EOLICO;EOLICO;SI;SI;NO;2;20
UP_SNTNDRNRGP_1;;ENERGIA PULITA S.P.A.;GDF SUEZ ENERGIA ITALIA S.P.A.;SANT'ANDREA ENERGIA PULITA;GDF;34170 GORIZIA GO;GORIZIA;GO;45,9401812;13,6201754;NORD;impianto produzione energia elettrica ciclo combinato a biomassa liquida;TERMICO;COMBINATO;SI;SI;NO;2;37
UP_CADAU1_1;;ENERGIA VERDE S.R.L.;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;CADAU1;GSE;09010 MACCHIAREDDU CA;MACCHIAREDDU;CA;39,231763;8,9783659;SARD;IMPIANTO PER LA PRODUZIONE DI ENERGIA ELETTRICA COMPOSTO DA N  14 AEROGENERATORI DA 1,5 MW CADAUNO. ;EOLICO;EOLICO;SI;SI;NO;1,5;21
UP_FNESTRELLE_1;;ENERGIE S.P.A.;GREEN TRADE;FENESTRELLE;GREEN TRADE;10060 FENESTRELLE TO;FENESTRELLE;TO;45,0365711;7,0485189;NORD;IMPIANTO DI FENESTRELLE ;IDRICO;FLUENTE;SI;SI;NO;1,5;17,5
UP_CNTRLDCGNR_47;;ENERGIE SRL;ENERGIE SRL;CENTRALE DI COGENERAZIONE DI BARDONECCHIA;ENERGIE;10052 BARDONECCHIA TO;BARDONECCHIA;TO;45,0792861;6,6890506;NORD;IMPIANTO DI COPRODUZIONE DI ENERGIA ELETTRICA E CALORE USO TELERISCALDAMENTO URBANO.;TERMICO;COMBINATO;SI;SI;NO;3,4;18,9
UP_NRGNTSRLBM_1;;ENERGONUT SPA;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;ENERGONUT SPA;GSE;86077 POZZILLI IS;POZZILLI;IS;41,5110422;14,0636381;SUD;IMPIANTO RIFATTO A SEGUITO DI SMANTELLAMENTOIMPIANTO PRECEDENTE;TERMICO;RINNOVABILE PROGRAMMABILE;SI;SI;NO;1,2;11,5
UP_MPNTDRLTTR_33;;ENERPASS SOCIETA' CONSORTILE A.R.L.;AZIENDA ENERGETICA TRADING SRL;IMPIANTO IDROELETTRICO DEL PASSIRIO;AET;39015 SAN LEONARDO IN PASSIRIA BZ;SAN LEONARDO IN PASSIRIA;BZ;46,8128604;11,2457229;NORD;IMPIANTO IDROELETTRICO CON DUE GRUPPI DA 16,5 MVA ;IDRICO;FLUENTE;SI;SI;NO;2;26
UP_FTVLTCNRSL_1;;ENERSOL S.R.L.;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;Fotovoltaico Enersol;GSE;45100 ROVIGO RO;ROVIGO;RO;45,0748118;11,7832158;NORD;Unità di produzione di Enersol srl;SOLARE;SOLARE;SI;SI;NO;0;48
UP_CENTRO_OL_1;;ENI SPA;ENI SPA;CENTRO OLIO VAL D'AGRI;ENI;85059 VIGGIANO PZ;VIGGIANO;PZ;40,3470392;15,8995552;SUD;UNITA` DI PRODUZIONE 1 CENTRO OLIO VAL D`AGRI (PZ);AUTOPRODUTTORE;Termico COMBINATO;SI;SI;NO;0;12
UP_ENI_S.P.A_3;;ENI SPA;ENIPOWER SPA;ENI S.P.A. - RAFFINERIA DI SANNAZZARO;ENI;27039 SANNAZZARO DE' BURGONDI PV;SANNAZZARO DE' BURGONDI;PV;45,1019768;8,907521;NORD;INSERITA LA PARTITA IVA DI ENI S.P.A. - DIV. R&M CON SEDE LEGALE IN ROMA - P.LE E.MATTEI, 1;AUTOPRODUTTORE;AUTOPRODUTTORI;SI;SI;NO;0;15
UP_ENI_S.P.A_2;;ENI SPA;ENI SPA;ENI S.P.A. - RAFFINERIA DI VENEZIA;ENI; VENEZIA VE;VENEZIA;VE;45,4458474;12,3085151;NORD;INSERITA LA PARTITA IVA DI ENI S.P.A. - DIV. R&M CON SEDE LEGALE IN ROMA - P.LE E. MATTEI,1;AUTOPRODUTTORE;AUTOPRODUTTORI;SI;SI;NO;0;15
UP_SANNICOLA_1;;ENI SPA;ENI SPA;SAN NICOLA;ENI;86040 ROTELLO CB;ROTELLO;CB;41,7463857;15,0061603;SUD;COMBUSTIBILE GAS NATURALE;TERMICO;TRADIZIONALE;SI;SI;NO;1,5;11
UP_TRRNTETONA_1;;ENI SPA;ENI SPA;TORRENTE TONA;ENI;86040 ROTELLO CB;ROTELLO;CB;41,7513857;14,9991603;SUD;CONBUSTIBILE GAS NATURALE;TERMICO;TRADIZIONALE;SI;SI;NO;1,5;11
UP_NPWRMNTOVA_1;;ENIPOWER MANTOVA SPA;ENIPOWER MANTOVA SPA;ENIPOWER MANTOVA;ENI;46100 MANTOVA MN;MANTOVA;MN;45,1564168;10,7913751;NORD;CALDAIA + TURBOALTERNATORE;TERMICO;TRADIZIONALE;SI;SI;NO;0;70
UP_CENTRALE__1;;ENIPOWER SPA;ENIPOWER SPA;CENTRALE DI COGENERAZIONE;ENI;20097 SAN DONATO MILANESE MI;SAN DONATO MILANESE;MI;45,4092402;9,2684867;NORD;L`UP È COSTITUITA DA QUATTRO TURBINE A GAS DELLA NUOVO PIGNONE: 2 MS3002R E 2 PGT10.;TERMICO;TURBOGAS;SI;SI;NO;3;19,54
UP_NPWRBRNDSI_4;;ENIPOWER SPA;ENIPOWER SPA;ENIPOWER BRINDISI;ENI;72100 BRINDISI BR;BRINDISI;BR;40,6377278;17,9347616;SUD;UP EROGA SU RETE DI STABILIMENTO.;TERMICO;TRADIZIONALE;SI;SI;NO;0;180
UP_NPWRFRRRRB_10;ENI;ENIPOWER SPA;ENIPOWER SPA;ENIPOWER FERRERA ERBOGNONE;ENI;27032 FERRERA ERBOGNONE PV;FERRERA ERBOGNONE;PV;45,1194337;8,8582271;NORD;CICLO COMBINATO 3;TERMICO;COMBINATO;SI;SI;NO;145;210
